Time,UAV5,UAV4,UAV3,UAV2,UAV1,HeadingCos,HeadingSin,Cos sq,Sin sq,Sum sq,Root,Psy Order
311.764,0.306012,0.0582587,0.469596,-0.502999,0.0420291,4.71885491860284,0.371971597700507,22.2675917428222,0.138362869495868,22.4059546123181,4.73349285542062,0.946698571084125
311.872,0.304003,0.0636312,0.461154,-0.510411,0.0480522,4.71905118206385,0.367409971704903,22.2694440589382,0.134990087308198,22.4044341462464,4.73333224549539,0.946666449099078
311.984,0.302996,0.0655469,0.455598,-0.52205,0.0605494,4.71526366210915,0.365734720602687,22.233711403207,0.133761885854325,22.3674732890613,4.72942631711938,0.945885263423875
312.076,0.302963,0.0668894,0.448789,-0.529605,0.0700163,4.71375014261641,0.363830487540375,22.2194404070162,0.132372623663867,22.35181303068,4.72777040799149,0.945554081598299
312.112,0.303126,0.0706285,0.448789,-0.529605,0.0700163,4.71344460505275,0.367716322476542,22.2165600449008,0.135215293815672,22.3517753387165,4.72776642175949,0.945553284351897
312.192,0.303435,0.0706285,0.443014,-0.536285,0.0774109,4.71190440708376,0.364421825995176,22.2020431414954,0.132803267261658,22.334846408757,4.72597570970874,0.945195141941748
312.336,0.3037,0.0795108,0.43295,-0.545305,0.0919623,4.70955281675734,0.371184256134146,22.179887733827,0.137777752001859,22.3176654858288,4.7241576482828,0.944831529656559
312.416,0.303646,0.0859671,0.421109,-0.545305,0.104076,4.71275406514496,0.378844793586697,22.2100508785403,0.143523377627747,22.3535742561681,4.72795666817792,0.945591333635584
312.532,0.302613,0.0869253,0.413349,-0.552724,0.115589,4.71099073532284,0.376834101365207,22.1934337082976,0.142003939951723,22.3354376482493,4.72603826140345,0.94520765228069
312.632,0.300348,0.0932541,0.398149,-0.555624,0.127805,4.71408431986433,0.376668253792386,22.2225909747907,0.141878973415005,22.3644699482057,4.7291087900582,0.945821758011639
312.724,0.297709,0.0974432,0.388162,-0.557598,0.127805,4.71724609510158,0.36741540761579,22.2524107217511,0.134994081753477,22.3874048035046,4.73153302889292,0.946306605778584
312.804,0.295394,0.0991224,0.38102,-0.559861,0.135069,4.71828570596023,0.365534743023507,22.2622200030686,0.133615648357262,22.3958356514259,4.73242386641623,0.946484773283245
312.884,0.292667,0.101293,0.377569,-0.561112,0.141741,4.71855114041886,0.367427357968717,22.2647248647481,0.135002863383871,22.399727728132,4.73283506242633,0.946567012485265
312.988,0.289422,0.102867,0.370496,-0.562975,0.149789,4.71974439186409,0.365686884574852,22.2759871245326,0.133726897550061,22.4097140220826,4.73388994613126,0.946777989226252
313.06,0.287922,0.105,0.354831,-0.563754,0.161937,4.72320570078882,0.363066567748338,22.308672091964,0.131817332616558,22.4404894245806,4.73713937145411,0.947427874290821
313.152,0.285822,0.108479,0.354831,-0.56523,0.167253,4.72176858027584,0.36850871889275,22.2950985256801,0.135798675899976,22.4308972015801,4.73612681434736,0.947225362869472
313.172,0.285388,0.108479,0.348127,-0.56523,0.175175,4.72284921198726,0.369604312829702,22.3053046791687,0.136607348062316,22.441912027231,4.73728952326443,0.947457904652887
313.316,0.282657,0.113777,0.33459,-0.566514,0.182358,4.72559299151361,0.365476877420024,22.3312291214426,0.133573347928691,22.4648024693712,4.73970489264588,0.947940978529175
313.368,0.281767,0.119235,0.32146,-0.566514,0.19715,4.72664649991662,0.372139612464761,22.341187135174,0.138487891165423,22.4796750263394,4.74127356586175,0.94825471317235
313.552,0.278816,0.125095,0.303671,-0.565178,0.211305,4.73006431291771,0.373181712896099,22.3735084043377,0.139264590840066,22.5127729951778,4.74476269113406,0.948952538226812
313.604,0.277968,0.129254,0.303671,-0.563851,0.211305,4.73047981045095,0.37761288577606,22.3774392370841,0.142591491504124,22.5200307285882,4.74552744471973,0.949105488943946
313.704,0.276671,0.131612,0.280736,-0.559885,0.225627,4.73614373438015,0.374078805394568,22.4310574727083,0.139934952645427,22.5709924253537,4.75089385540803,0.950178771081605
313.812,0.274947,0.133337,0.269179,-0.557398,0.236746,4.73829363402717,0.375939071099744,22.4514265622624,0.141330185179338,22.5927567474417,4.75318385373864,0.950636770747728
313.864,0.273875,0.13645,0.25677,-0.557398,0.242169,4.74010501943682,0.371277842850192,22.4685955952902,0.137847236591492,22.6064428318816,4.75462331124997,0.950924662249994
313.972,0.272032,0.13876,0.246181,-0.550629,0.253938,4.74359158430399,0.37870053926372,22.5016611186796,0.143414098438632,22.6450752171182,4.75868418968082,0.951736837936165
314.004,0.271464,0.140552,0.246181,-0.550629,0.253938,4.74349459362284,0.379927935810023,22.5007409597292,0.144345236408865,22.645086196138,4.75868534325795,0.95173706865159
314.084,0.269777,0.145585,0.228027,-0.544556,0.260277,4.74904197512395,0.376953681462999,22.5533996814892,0.142094077968508,22.6954937594577,4.76397877403518,0.952795754807035
314.192,0.266781,0.149262,0.219331,-0.537143,0.269365,4.75266297256125,0.384348724744758,22.5878053307547,0.147723942212922,22.7355292729677,4.7681788214126,0.95363576428252
314.312,0.262948,0.153344,0.185959,-0.531828,0.274608,4.76106621436449,0.361621112655624,22.667751497563,0.130769829118291,22.7985213266813,4.77477971499013,0.954955942998027
314.356,0.261263,0.159045,0.185959,-0.531828,0.282231,4.75852090281817,0.372954680476459,22.6435211825574,0.139095193689298,22.7826163762467,4.7731139077385,0.9546227815477
314.436,0.258764,0.163213,0.17589,-0.525267,0.292487,4.76070831975152,0.38025017556103,22.6643437057513,0.144590196014194,22.8089339017655,4.77586996281992,0.955173992563983
314.544,0.255078,0.166842,0.158904,-0.513923,0.300702,4.76711052609476,0.381219551269193,22.7253427680034,0.145328346269885,22.8706711142733,4.78232904705159,0.956465809410317
314.652,0.25199,0.171255,0.143588,-0.502961,0.307221,4.77283556654722,0.383234803828544,22.7799593452981,0.146868914865502,22.9268282601636,4.78819676497987,0.957639352995973
314.752,0.24967,0.175577,0.121098,-0.500925,0.315678,4.77402134298061,0.372786681931823,22.7912797832344,0.138969910225738,22.9302496934601,4.78855402950203,0.957710805900407
314.852,0.247511,0.177777,0.0978657,-0.488354,0.328684,4.77855370390284,0.373167999233424,22.8345755010836,0.139254355651877,22.9738298567355,4.79310232070373,0.958620464140746
314.944,0.245636,0.179573,0.0848503,-0.481127,0.340794,4.77926879828642,0.377988270004326,22.8414102462741,0.142875132260863,22.984285378535,4.79419288082311,0.958838576164621
315.048,0.242692,0.18272,0.0738375,-0.47217,0.349007,4.78161907792558,0.382936912105156,22.8638810063819,0.146640678652632,23.0105216850345,4.79692835938108,0.959385671876217
315.096,0.240911,0.186229,0.0557961,-0.461315,0.349007,4.78745494256756,0.376347802874479,22.9197248271146,0.141637668728448,23.061362495843,4.80222474441201,0.960444948882402
315.192,0.236564,0.189986,0.0429,-0.445711,0.35365,4.7936550637511,0.381320400213629,22.9791288702265,0.145405247619083,23.1245341178456,4.80879757505404,0.961759515010808
315.276,0.233393,0.193353,0.0297433,-0.437132,0.357076,4.79670284323335,0.37936253692657,23.0083581662829,0.143915934423363,23.1522741007062,4.81168100570957,0.962336201141914
315.332,0.229857,0.199328,0.0297433,-0.427925,0.360541,4.79899145433186,0.39338458235223,23.0303189787502,0.154751429632438,23.1850704083826,4.81508778823218,0.963017557646435
315.44,0.224425,0.200474,0.0131743,-0.413089,0.364535,4.80498253732967,0.389928077996219,23.0878571840431,0.152043906009826,23.2399010900529,4.82077805857653,0.964155611715306
315.504,0.221584,0.208656,-0.000476288,-0.396548,0.368368,4.80917667322833,0.400300987639458,23.1281802743235,0.160240880705126,23.2884211550287,4.82580782408797,0.965161564817594
315.632,0.215489,0.216346,-0.0252813,-0.386748,0.372571,4.81077583083403,0.390041424040442,23.1435640945369,0.152132312467496,23.2956964070044,4.82656155114636,0.965312310229273
315.664,0.214393,0.216346,-0.0252813,-0.386748,0.376639,4.80952109611786,0.392756534820778,23.1314931740027,0.154257695644425,23.2857508696471,4.82553114896662,0.965106229793325
315.764,0.210815,0.224633,-0.0508538,-0.356735,0.385157,4.8152253077588,0.407661621033108,23.1863947644808,0.166187997263341,23.3525827617442,4.83245100976142,0.966490201952284
315.872,0.207381,0.229385,-0.0700675,-0.340208,0.393228,4.81628848506345,0.412755076345703,23.1966347713548,0.170366753049147,23.367001524404,4.83394264802593,0.966788529605187
315.924,0.205657,0.233074,-0.0853435,-0.340208,0.393228,4.81461075069217,0.399428771247403,23.1804766806806,0.15954334330021,23.3400200239808,4.83115100405491,0.966230200810982
316.032,0.200974,0.237518,-0.0982516,-0.314977,0.397009,4.81999988949833,0.413688365752547,23.232398934764,0.171138063959013,23.403536998723,4.83772022741321,0.967544045482643
316.144,0.194883,0.245046,-0.115312,-0.294331,0.399197,4.82292526796868,0.419775000315062,23.2606081404108,0.176211050889511,23.4368191913003,4.84115886862849,0.968231773725698
316.224,0.191291,0.249114,-0.125099,-0.28747,0.400528,4.82289568066959,0.418276602918892,23.2603227466214,0.174955316549369,23.4352780631707,4.84099969667121,0.968199939334241
316.312,0.186209,0.252928,-0.154123,-0.268441,0.401226,4.82381198804603,0.407179760876441,23.2691620960166,0.165795357667395,23.434957453684,4.84096658258286,0.968193316516573
316.392,0.182171,0.25853,-0.154123,-0.248621,0.402004,4.82789750683858,0.428506973091627,23.3085943365382,0.183618225988148,23.4922125625263,4.84687657801664,0.969375315603328
316.464,0.17795,0.262989,-0.161615,-0.248621,0.403586,4.82570587265747,0.422719049612512,23.2874371694008,0.178691394905305,23.4661285643061,4.84418502581251,0.968837005162501
316.584,0.173203,0.267717,-0.194394,-0.222407,0.405821,4.82472800729532,0.417892010598994,23.2780003443799,0.17463373252247,23.4526340769024,4.84279197126021,0.968558394252042
316.632,0.171849,0.27106,-0.194394,-0.222407,0.410045,4.8223950243409,0.423657928545497,23.2554937707879,0.179486040419462,23.4349798112073,4.84096889178265,0.96819377835653
316.716,0.168088,0.274915,-0.223669,-0.199188,0.411497,4.8201955670358,0.419062378169945,23.2342853044716,0.17561327679745,23.409898581269,4.83837768071789,0.967675536143578
316.844,0.164051,0.281464,-0.240329,-0.16677,0.417499,4.81871530474861,0.442533810921022,23.2200171882185,0.195836173808283,23.4158533620267,4.83899301115705,0.967798602231409
316.932,0.161206,0.285335,-0.264838,-0.15267,0.417499,4.81421120294933,0.433632618288184,23.1766295066029,0.188037247643466,23.3646667542463,4.83370114449025,0.96674022889805
317.016,0.158243,0.287695,-0.281018,-0.130063,0.421141,4.81135655722635,0.443097670041218,23.149151920765,0.196335545195956,23.3454874659609,4.83171682385888,0.966343364771776
317.108,0.154049,0.291794,-0.289164,-0.11733,0.422786,4.80944393741891,0.449201999207431,23.1307509871755,0.201782436091952,23.3325334232675,4.8303761161288,0.966075223225759
317.196,0.148529,0.296028,-0.317598,-0.0947905,0.423194,4.80277349732772,0.44344734917163,23.0666332666335,0.196645551487346,23.2632788181208,4.82320213324311,0.964640426648621
